State,Area,Windfarm,WEC,PlantNo,WECType,StatusCode,Main code,sub code,Description,Frequency,Duration,Date,Month,Hour,Min,Sec,Total_hours
GJ,BHATIA,4169,AESVG-34,1,E-53,70:5,70,5,Generator overtemperature:Rotor (measurement blade A),3,03:50:17,2023-08-07,Aug,3,50,17,3.88
GJ,BHATIA,4170,AESLM-36,2,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,8,08:13:11,2023-08-07,Aug,8,13,11,8.25
GJ,BHATIA,4170,AESLM-36,2,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,01:26:14,2023-08-07,Aug,1,26,14,1.47
GJ,KUTCH,4152,VISHWKC-01,33,E-53,70:1,70,1,Generator overtemperature:Stator,13,13:23:14,2023-08-07,Aug,13,23,14,13.42
GJ,KUTCH,4152,VISHWKC-03,35,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,01:20:30,2023-08-07,Aug,1,20,30,1.42
GJ,KUTCH,4152,VISHWKC-06,28,E-53,61:0,61,0,Mains breakdown:Unknown,1,07:31:13,2023-08-07,Aug,7,31,13,7.55
GJ,KUTCH,4152,VISHWKC-07,27,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:03,2023-08-07,Aug,7,32,3,7.54
GJ,KUTCH,4152,VISHWKC-08,26,E-53,61:0,61,0,Mains breakdown:Unknown,1,00:15:01,2023-08-07,Aug,0,15,1,0.25
GJ,KUTCH,4152,VISHWKC-14,2,E-53,62:2,62,2,Feeding fault:Power to high,1,03:19:24,2023-08-07,Aug,3,19,24,3.38
GJ,KUTCH,4152,VISHWKC-14,2,E-53,62:3,62,3,Grid feeding error:Power to switch off,1,03:01:04,2023-08-07,Aug,3,1,4,3.03
GJ,KUTCH,4152,VISHWKC-16,4,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),3,06:23:24,2023-08-07,Aug,6,23,24,6.45
GJ,KUTCH,4152,VISHWKC-20,8,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,5,06:20:54,2023-08-07,Aug,6,20,54,6.48
GJ,KUTCH,4152,VISHWKC-21,9,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,2,03:25:21,2023-08-07,Aug,3,25,21,3.47
GJ,KUTCH,4152,VISHWKC-22,10,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:03,2023-08-07,Aug,7,32,3,7.54
GJ,KUTCH,4152,VISHWKC-23,37,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:39,2023-08-07,Aug,7,32,39,7.64
GJ,KUTCH,4152,VISHWKC-25,39,E-53,62:43,62,43,Feeding fault:Earth contact,1,01:00:33,2023-08-07,Aug,1,0,33,1.09
GJ,KUTCH,4152,VISHWKC-26,40,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,06:24:23,2023-08-07,Aug,6,24,23,6.46
GJ,KUTCH,4152,VISHWKC-27,46,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,1,00:21:41,2023-08-07,Aug,0,21,41,0.46
GJ,KUTCH,4152,VISHWKC-28,45,E-53,25:107,25,107,Fault yaw inverter:Overvoltage DC-link system 1,1,04:44:53,2023-08-07,Aug,4,44,53,4.88
GJ,KUTCH,4152,VISHWKC-28,45,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,02:44:34,2023-08-07,Aug,2,44,34,2.83
GJ,KUTCH,4152,VISHWKC-29,44,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,03:31:06,2023-08-07,Aug,3,31,6,3.53
GJ,KUTCH,4152,VISHWKC-29,44,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:04,2023-08-07,Aug,7,32,4,7.54
GJ,KUTCH,4152,VISHWKC-31,42,E-53,25:107,25,107,Fault yaw inverter:Overvoltage DC-link system 1,1,00:06:56,2023-08-07,Aug,0,6,56,0.26
GJ,KUTCH,4152,VISHWKC-31,42,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,11,05:58:16,2023-08-07,Aug,5,58,16,6.01
GJ,KUTCH,4152,VISHWKC-33,48,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:38,2023-08-07,Aug,7,32,38,7.64
GJ,KUTCH,4152,VISHWKC-34,41,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:31:17,2023-08-07,Aug,7,31,17,7.56
GJ,KUTCH,4152,VISHWKC-35,49,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:38,2023-08-07,Aug,7,32,38,7.64
GJ,KUTCH,4152,VISHWKC-36,50,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),5,07:34:03,2023-08-07,Aug,7,34,3,7.58
GJ,KUTCH,4152,VISHWKC-37,51,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,03:05:27,2023-08-07,Aug,3,5,27,3.16
GJ,KUTCH,4152,VISHWKC-38,52,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,2,05:54:53,2023-08-07,Aug,5,54,53,6.05
GJ,KUTCH,4152,VISHWKC-38,52,E-53,48:5,48,5,Speed sensor error:Diff. I/O-board / pitch control,1,00:06:48,2023-08-07,Aug,0,6,48,0.23
GJ,KUTCH,4152,VISHWKC-39,25,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,01:41:51,2023-08-07,Aug,1,41,51,1.82
GJ,KUTCH,4152,VISHWKC-39,25,E-53,61:0,61,0,Mains breakdown:Unknown,1,01:45:48,2023-08-07,Aug,1,45,48,1.88
GJ,KUTCH,4152,VISHWKC-39,25,E-53,62:2,62,2,Feeding fault:Power to high,1,03:49:38,2023-08-07,Aug,3,49,38,3.92
GJ,KUTCH,4152,VISHWKC-40,24,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,03:38:41,2023-08-07,Aug,3,38,41,3.75
GJ,KUTCH,4152,VISHWKC-41,23,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:04,2023-08-07,Aug,7,32,4,7.54
GJ,KUTCH,4152,VISHWKC-48,18,E-53,66:51,66,51,Fault rectifier:Overtemperature rectifier 1,1,00:03:05,2023-08-07,Aug,0,3,5,0.06
GJ,KUTCH,4152,VISHWKC-56,55,E-53,42:307,42,307,Pitch control error:Angle error blade C,2,07:32:04,2023-08-07,Aug,7,32,4,7.54
GJ,KUTCH,4152,VISHWKC-60,15,E-53,80:20,80,20,Excitation error:Charging error,1,00:05:27,2023-08-07,Aug,0,5,27,0.16
GJ,KUTCH,4152,VISHWKC-79,60,E-53,62:2,62,2,Feeding fault:Power to high,3,05:15:46,2023-08-07,Aug,5,15,46,5.38
GJ,KUTCH,4152,VISHWKC-80,59,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:39,2023-08-07,Aug,7,32,39,7.64
GJ,KUTCH,4190,VISHWKC-42,1,E-53,61:0,61,0,Mains breakdown:Unknown,2,01:12:48,2023-08-07,Aug,1,12,48,1.33
GJ,KUTCH,4190,VISHWKC-43,2,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:33:57,2023-08-07,Aug,7,33,57,7.71
GJ,KUTCH,4190,VISHWKC-44,4,E-53,61:0,61,0,Mains breakdown:Unknown,2,01:14:46,2023-08-07,Aug,1,14,46,1.36
GJ,KUTCH,4190,VISHWKC-44,4,E-53,62:2,62,2,Feeding fault:Power to high,1,01:32:23,2023-08-07,Aug,1,32,23,1.6
GJ,KUTCH,4190,VISHWKC-45,5,E-53,61:0,61,0,Mains breakdown:Unknown,2,01:13:45,2023-08-07,Aug,1,13,45,1.34
GJ,KUTCH,4190,VISHWKC-46,6,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:31:18,2023-08-07,Aug,7,31,18,7.57
GJ,KUTCH,4190,VISHWKC-49,3,E-53,61:0,61,0,Mains breakdown:Unknown,2,01:13:42,2023-08-07,Aug,1,13,42,1.33
GJ,KUTCH,4190,VISHWKC-49,3,E-53,90:303,90,303,Prot. Circuit-breaker tripped:Mains filter inverter 3,1,00:01:06,2023-08-07,Aug,0,1,6,0.03
GJ,KUTCH,4190,VISHWKC-50,8,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,03:03:49,2023-08-07,Aug,3,3,49,3.19
GJ,KUTCH,4190,VISHWKC-51,18,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,07:39:28,2023-08-07,Aug,7,39,28,7.73
GJ,KUTCH,4190,VISHWKC-53,7,E-53,62:1,62,1,Feeding fault:Power to low,16,00:07:02,2023-08-07,Aug,0,7,2,0.12
GJ,KUTCH,4190,VISHWKC-64,10,E-53,61:0,61,0,Mains breakdown:Unknown,1,00:27:45,2023-08-07,Aug,0,27,45,0.57
GJ,KUTCH,4190,VISHWKC-64,10,E-53,72:202,72,202,Air gap monitoring:Sensor 2 blade B,1,00:04:17,2023-08-07,Aug,0,4,17,0.11
GJ,KUTCH,4190,VISHWKC-65,11,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:17:47,2023-08-07,Aug,0,17,47,0.41
GJ,KUTCH,4190,VISHWKC-65,11,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,1,00:00:49,2023-08-07,Aug,0,0,49,0.14
GJ,KUTCH,4190,VISHWKC-66,12,E-53,61:0,61,0,Mains breakdown:Unknown,3,03:02:23,2023-08-07,Aug,3,2,23,3.1
GJ,KUTCH,4190,VISHWKC-68,14,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:24:17,2023-08-07,Aug,0,24,17,0.45
GJ,KUTCH,4190,VISHWKC-68,14,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,2,06:18:27,2023-08-07,Aug,6,18,27,6.38
GJ,KUTCH,4190,VISHWKC-68,14,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,3,00:18:14,2023-08-07,Aug,0,18,14,0.34
GJ,KUTCH,4190,VISHWKC-68,14,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:38:41,2023-08-07,Aug,0,38,41,0.75
GJ,KUTCH,4190,VISHWKC-69,15,E-53,61:0,61,0,Mains breakdown:Unknown,1,00:27:39,2023-08-07,Aug,0,27,39,0.56
GJ,KUTCH,4190,VISHWKC-76,9,E-53,61:0,61,0,Mains breakdown:Unknown,1,00:27:46,2023-08-07,Aug,0,27,46,0.58
GJ,KUTCH,4190,VISHWKC-76,9,E-53,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,00:45:11,2023-08-07,Aug,0,45,11,0.78
GJ,KUTCH,4190,VISHWKC-81,23,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,07:32:44,2023-08-07,Aug,7,32,44,7.66
GJ,KUTCH,4190,VISHWKC-81,23,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,02:39:23,2023-08-07,Aug,2,39,23,2.71
GJ,KUTCH,4190,VISHWKC-82,22,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,15,19:25:13,2023-08-07,Aug,19,25,13,19.45
GJ,KUTCH,4190,VISHWKC-82,22,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,01:01:33,2023-08-07,Aug,1,1,33,1.11
GJ,LALPUR,4138,AIPLLP-01,18,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,02:58:34,2023-08-07,Aug,2,58,34,3.06
GJ,LALPUR,4138,AIPLLP-01,18,E-53,62:3,62,3,Grid feeding error:Power to switch off,1,05:40:14,2023-08-07,Aug,5,40,14,5.71
GJ,LALPUR,4138,CEPCOLP-01,5,E-53,304:17,304,17,Turbine control bus error (Timeout):Blade A,2,00:47:26,2023-08-07,Aug,0,47,26,0.86
GJ,LALPUR,4138,CEPCOLP-01,5,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,00:36:55,2023-08-07,Aug,0,36,55,0.75
GJ,LALPUR,4138,CEPCOLP-05,2,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:26,2023-08-07,Aug,0,0,26,0.07
GJ,LALPUR,4138,CEPCOLP-06,3,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:26,2023-08-07,Aug,0,0,26,0.07
GJ,LALPUR,4138,CEPCOLP-07,7,E-53,438:201,438,201,Error supply IGBT-driver:Inverter control 1,1,01:51:19,2023-08-07,Aug,1,51,19,1.9
GJ,LALPUR,4138,LWELLP-45,19,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,00:00:26,2023-08-07,Aug,0,0,26,0.07
GJ,LALPUR,4138,LWELLP-46,20,E-53,62:301,62,301,Feeding fault:Mains contactor inverter 1 off,6,00:00:54,2023-08-07,Aug,0,0,54,0.15
GJ,LALPUR,4138,VISHWLP-31,13,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,07:09:29,2023-08-07,Aug,7,9,29,7.23
GJ,LALPUR,4140,TORNTLP-05,7,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,5,05:55:32,2023-08-07,Aug,5,55,32,6.01
GJ,LALPUR,4140,TORNTLP-06,8,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,00:56:53,2023-08-07,Aug,0,56,53,1.08
GJ,LALPUR,4140,TORNTLP-10,2,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,2,06:52:15,2023-08-07,Aug,6,52,15,6.91
GJ,LALPUR,4141,EWRDLLP-10,10,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,4,05:35:36,2023-08-07,Aug,5,35,36,5.68
GJ,LALPUR,4141,EWRDLLP-11,9,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,7,02:46:59,2023-08-07,Aug,2,46,59,2.93
GJ,LALPUR,4141,EWRDLLP-15,3,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,3,05:09:35,2023-08-07,Aug,5,9,35,5.25
GJ,LALPUR,4141,LWELLP-16,17,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,00:00:26,2023-08-07,Aug,0,0,26,0.07
GJ,LALPUR,4141,LWELLP-18,12,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,01:45:46,2023-08-07,Aug,1,45,46,1.88
GJ,LALPUR,4141,LWELLP-18,12,E-53,60:15,60,15,Mains failure:Overvoltage L2,1,00:00:50,2023-08-07,Aug,0,0,50,0.14
GJ,LALPUR,4141,LWELLP-47,23,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,00:36:04,2023-08-07,Aug,0,36,4,0.61
GJ,LALPUR,4141,LWELLP-47,23,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,7,05:44:29,2023-08-07,Aug,5,44,29,5.81
GJ,LALPUR,4141,VISHWLP-14,6,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),1,01:12:11,2023-08-07,Aug,1,12,11,1.23
GJ,LALPUR,4145,TADASLP-81,14,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,00:00:20,2023-08-07,Aug,0,0,20,0.06
GJ,LALPUR,4145,VISHWLP-21,1,E-53,42:203,42,203,Pitch control error:Limit switch 95° blade B,1,04:30:50,2023-08-07,Aug,4,30,50,4.64
GJ,LALPUR,4145,VISHWLP-35,6,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:20:37,2023-08-07,Aug,1,20,37,1.44
GJ,LALPUR,4146,TORNTLP-27,8,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,00:53:35,2023-08-07,Aug,0,53,35,0.98
GJ,LALPUR,4146,TORNTLP-27,8,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,00:00:56,2023-08-07,Aug,0,0,56,0.16
GJ,LALPUR,4146,TORNTLP-27,8,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,20,07:36:35,2023-08-07,Aug,7,36,35,7.7
GJ,LALPUR,4146,TORNTLP-28,9,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,00:10:49,2023-08-07,Aug,0,10,49,0.3
GJ,LALPUR,4147,TORNTLP-16,7,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,1,05:39:25,2023-08-07,Aug,5,39,25,5.72
GJ,LALPUR,4147,TORNTLP-31,8,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),3,04:15:17,2023-08-07,Aug,4,15,17,4.3
GJ,LALPUR,4165,TORNTLP-32,2,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:00:50,2023-08-07,Aug,0,0,50,0.14
GJ,LALPUR,4165,TORNTLP-34,3,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:01:05,2023-08-07,Aug,0,1,5,0.03
GJ,LALPUR,4165,TORNTLP-35,1,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:15,2023-08-07,Aug,0,0,15,0.04
GJ,LALPUR,4166,TORNTLP-37,14,E-53,70:1,70,1,Generator overtemperature:Stator,3,04:22:24,2023-08-07,Aug,4,22,24,4.43
GJ,LALPUR,4166,TORNTLP-52,18,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:24,2023-08-07,Aug,0,0,24,0.07
GJ,LALPUR,4166,TORNTLP-53,19,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:25,2023-08-07,Aug,0,0,25,0.07
GJ,LALPUR,4166,TORNTLP-55,21,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:32:58,2023-08-07,Aug,4,32,58,4.69
GJ,LALPUR,4166,TORNTLP-56,26,E-53,300:19,300,19,Turbine control bus error I(Bus-Off):Blade C,1,01:58:01,2023-08-07,Aug,1,58,1,1.97
GJ,LALPUR,4166,TORNTLP-56,26,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,1,01:06:06,2023-08-07,Aug,1,6,6,1.12
GJ,LALPUR,4166,TORNTLP-56,26,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,03:49:04,2023-08-07,Aug,3,49,4,3.83
GJ,LALPUR,4166,TORNTLP-57,25,E-53,42:307,42,307,Pitch control error:Angle error blade C,13,08:54:32,2023-08-07,Aug,8,54,32,8.99
GJ,LALPUR,4166,TORNTLP-57,25,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,00:02:13,2023-08-07,Aug,0,2,13,0.07
GJ,LALPUR,4166,TORNTLP-59,24,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,03:22:37,2023-08-07,Aug,3,22,37,3.47
GJ,LALPUR,4166,TORNTLP-61,27,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,06:51:58,2023-08-07,Aug,6,51,58,7.01
GJ,LALPUR,4174,LWELLP-39,12,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,02:45:18,2023-08-07,Aug,2,45,18,2.8
GJ,LALPUR,4174,LWELLP-39,12,E-53,62:2,62,2,Feeding fault:Power to high,1,05:14:07,2023-08-07,Aug,5,14,7,5.25
GJ,LALPUR,4174,LWELLP-40,11,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,1,06:27:20,2023-08-07,Aug,6,27,20,6.51
GJ,LALPUR,4174,TADASLP-33,6,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,6,02:47:16,2023-08-07,Aug,2,47,16,2.83
GJ,LALPUR,4175,LWELLP-63,24,E-53,25:237,25,237,Fault yaw inverter:Difference phase current system 2,1,00:36:38,2023-08-07,Aug,0,36,38,0.71
GJ,LALPUR,4175,LWELLP-63,24,E-53,70:1,70,1,Generator overtemperature:Stator,2,09:33:27,2023-08-07,Aug,9,33,27,9.62
GJ,LALPUR,4175,TADALP-126,28,E-53,25:135,25,135,Fault yaw inverter:No output current system 1,5,03:09:16,2023-08-07,Aug,3,9,16,3.19
GJ,LALPUR,4175,TADASLP-07,15,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,09:56:09,2023-08-07,Aug,9,56,9,9.96
GJ,LALPUR,4175,TADASLP-11,1,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,1,09:00:43,2023-08-07,Aug,9,0,43,9.12
GJ,LALPUR,4175,TADASLP-11,1,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),2,10:44:36,2023-08-07,Aug,10,44,36,10.83
GJ,LALPUR,4175,TADASLP-63,23,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),7,18:24:50,2023-08-07,Aug,18,24,50,18.54
GJ,LALPUR,4180,LWELLP-14,31,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,00:34:50,2023-08-07,Aug,0,34,50,0.71
GJ,LALPUR,4180,LWELLP-14,31,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,00:39:09,2023-08-07,Aug,0,39,9,0.68
GJ,LALPUR,4180,LWELLP-65,32,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,13,20:31:15,2023-08-07,Aug,20,31,15,20.56
GJ,LALPUR,4180,LWELLP-68,35,E-53,62:2,62,2,Feeding fault:Power to high,5,01:55:27,2023-08-07,Aug,1,55,27,1.99
GJ,LALPUR,4180,MEHLP-01,40,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,3,02:44:34,2023-08-07,Aug,2,44,34,2.83
GJ,LALPUR,4180,RYLILP-01,41,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,01:56:57,2023-08-07,Aug,1,56,57,2.09
GJ,LALPUR,4180,RYLILP-01,41,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,01:00:02,2023-08-07,Aug,1,0,2,1.01
GJ,LALPUR,4180,RYLILP-01,41,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,04:24:55,2023-08-07,Aug,4,24,55,4.55
GJ,LALPUR,4180,RYLILP-01,41,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,03:53:02,2023-08-07,Aug,3,53,2,3.89
GJ,LALPUR,4180,TADASLP-46,19,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:13:24,2023-08-07,Aug,1,13,24,1.28
GJ,LALPUR,4180,TADASLP-94,39,E-53,91:11,91,11,Semiconductor fuse blown:Rectifier,1,04:21:22,2023-08-07,Aug,4,21,22,4.41
GJ,LALPUR,4180,VISHWLP-50,22,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,00:47:33,2023-08-07,Aug,0,47,33,0.88
GJ,LALPUR,4180,VISHWLP-50,22,E-53,42:307,42,307,Pitch control error:Angle error blade C,11,15:54:45,2023-08-07,Aug,15,54,45,16.02
GJ,LALPUR,4180,VISHWLP-50,22,E-53,42:338,42,338,Pitch control error:Motor current after stop to high blade C,3,02:34:55,2023-08-07,Aug,2,34,55,2.72
GJ,LALPUR,4187,ILFSLP-13,10,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:00:26,2023-08-07,Aug,0,0,26,0.07
GJ,LALPUR,4187,ILFSLP-13,10,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,05:08:46,2023-08-07,Aug,5,8,46,5.26
GJ,LALPUR,4187,VISHWLP-24,2,E-53,25:201,25,201,Fault yaw inverter:Cross short circuit system 2,4,07:51:08,2023-08-07,Aug,7,51,8,7.87
GJ,LALPUR,4197,APILP-01,16,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:00:32,2023-08-07,Aug,0,0,32,0.09
GJ,LALPUR,4197,APILP-01,16,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:11:13,2023-08-07,Aug,1,11,13,1.22
GJ,LALPUR,4197,CATFLP-01,15,E-53,62:103,62,103,Feeding fault:To low power inverter 3,13,07:09:05,2023-08-07,Aug,7,9,5,7.16
GJ,LALPUR,4197,TADASLP-45,5,E-53,73:2,73,2,Torque monitoring:Peak load,1,05:26:15,2023-08-07,Aug,5,26,15,5.48
GJ,LALPUR,4198,LWELLP-01,29,E-53,22:48,22,48,Yaw control fault:To less pulses from yaw sensor 1+2,1,03:13:42,2023-08-07,Aug,3,13,42,3.33
GJ,LALPUR,4198,LWELLP-01,29,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,1,00:09:51,2023-08-07,Aug,0,9,51,0.29
GJ,LALPUR,4198,LWELLP-01,29,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,00:48:42,2023-08-07,Aug,0,48,42,0.92
GJ,LALPUR,4198,LWELLP-02,30,E-53,65:101,65,101,Overvoltage  inverter:DC-link inverter 1,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-03,31,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-04,32,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-05,33,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-06,34,E-53,70:1,70,1,Generator overtemperature:Stator,1,01:01:08,2023-08-07,Aug,1,1,8,1.04
GJ,LALPUR,4198,LWELLP-07,35,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-08,36,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-09,37,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,01:12:25,2023-08-07,Aug,1,12,25,1.27
GJ,LALPUR,4198,LWELLP-09,37,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,LWELLP-12,5,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,00:23:44,2023-08-07,Aug,0,23,44,0.51
GJ,LALPUR,4198,LWELLP-12,5,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,00:00:06,2023-08-07,Aug,0,0,6,0.02
GJ,LALPUR,4198,LWELLP-12,5,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,6,08:33:59,2023-08-07,Aug,8,33,59,8.71
GJ,LALPUR,4198,LWELLP-21,16,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,5,02:17:46,2023-08-07,Aug,2,17,46,2.41
GJ,LALPUR,4198,LWELLP-25,8,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,05:10:09,2023-08-07,Aug,5,10,9,5.19
GJ,LALPUR,4198,LWELLP-34,20,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,7,01:32:52,2023-08-07,Aug,1,32,52,1.68
GJ,LALPUR,4198,TADASLP-55,23,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:52,2023-08-07,Aug,4,26,52,4.58
GJ,LALPUR,4198,TADASLP-56,24,E-53,70:1,70,1,Generator overtemperature:Stator,5,02:08:17,2023-08-07,Aug,2,8,17,2.18
GJ,LALPUR,4198,TADASLP-58,26,E-53,49:220,49,220,Fault blade load control:Underflow measurement blade B,1,00:02:34,2023-08-07,Aug,0,2,34,0.13
GJ,LALPUR,4198,TADASLP-58,26,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:50,2023-08-07,Aug,4,26,50,4.57
GJ,LALPUR,4198,TADASLP-59,27,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,04:26:51,2023-08-07,Aug,4,26,51,4.58
GJ,LALPUR,4198,TADSLP-107,41,E-53,60:14,60,14,Mains failure:Overvoltage L1,8,06:48:46,2023-08-07,Aug,6,48,46,6.93
GJ,LALPUR,4198,TADSLP-107,41,E-53,65:102,65,102,Overvoltage  inverter:DC-link inverter 2,1,00:01:11,2023-08-07,Aug,0,1,11,0.05
