State,Area,Windfarm,WEC,PlantNo,WECType,StatusCode,Main code,sub code,Description,Frequency,Duration,Date,Month,Hour,Min,Sec,Total_hours
GJ,BHATIA,2140,GGLBM-06,6,E-48,67:501,67,501,Overtemperature:Thermoswitch heatsink inv.1,1,01:11:03,2023-08-01,Aug,1,11,3,1.19
GJ,BHATIA,2140,GGLBM-08,8,E-48,70:2,70,2,Generator overtemperature:Rotor,9,07:07:06,2023-08-01,Aug,7,7,6,7.13
GJ,BHATIA,2140,GGLBM-13,13,E-48,70:2,70,2,Generator overtemperature:Rotor,14,14:20:56,2023-08-01,Aug,14,20,56,14.49
GJ,BHATIA,2140,SDMLBM-02,16,E-48,15:1,15,1,Turbine moist:Inverter 1,1,00:00:42,2023-08-01,Aug,0,0,42,0.12
GJ,BHATIA,2140,SDMLBM-05,19,E-48,67:203,67,203,Overtemperature:Heatsink L2 inverter 3,15,06:52:42,2023-08-01,Aug,6,52,42,6.98
GJ,BHATIA,2140,SHREEBM-01,22,E-48,70:6,70,6,Generator overtemperature:Rotor (measurement blade B),1,00:16:58,2023-08-01,Aug,0,16,58,0.43
GJ,BHATIA,2140,SHREEBM-02,23,E-48,304:19,304,19,Turbine control bus error (Timeout):Blade C,1,03:31:38,2023-08-01,Aug,3,31,38,3.62
GJ,BHATIA,2140,SHREEBM-02,23,E-48,42:306,42,306,Pitch control error:Angle monitoring 56° blade C,1,00:27:39,2023-08-01,Aug,0,27,39,0.56
GJ,BHATIA,2140,SHREEBM-02,23,E-48,43:0,43,0,Main security circuit fault:Unknown,1,03:39:20,2023-08-01,Aug,3,39,20,3.71
GJ,BHATIA,2140,SHREEBM-02,23,E-48,70:2,70,2,Generator overtemperature:Rotor,8,05:39:33,2023-08-01,Aug,5,39,33,5.74
GJ,BHATIA,2485,ECCLNA-01,7,E-48,60:12,60,12,Mains failure:Undervoltage L2,2,03:15:12,2023-08-01,Aug,3,15,12,3.28
GJ,BHATIA,2485,ECCLNA-01,7,E-48,62:602,62,602,Feeding fault:Diff. phase current inverter 2,15,00:00:59,2023-08-01,Aug,0,0,59,0.16
GJ,BHATIA,2485,ECCLNA-01,7,E-48,66:13,66,13,Fault rectifier:Overvoltage  DC-link,2,09:07:40,2023-08-01,Aug,9,7,40,9.23
GJ,BHATIA,2485,JAOLNA-02,9,E-48,60:12,60,12,Mains failure:Undervoltage L2,2,05:23:11,2023-08-01,Aug,5,23,11,5.41
GJ,BHATIA,2485,JAOLNA-02,9,E-48,70:2,70,2,Generator overtemperature:Rotor,5,11:47:19,2023-08-01,Aug,11,47,19,11.84
GJ,BHATIA,2485,JTPLNA-01,3,E-48,62:43,62,43,Feeding fault:Earth contact,1,07:27:06,2023-08-01,Aug,7,27,6,7.47
GJ,BHATIA,2485,LHPNA-01,11,E-48,67:401,67,401,Overtemperature:Heatsink step-up-chopper inv.1,3,22:38:44,2023-08-01,Aug,22,38,44,22.76
GJ,BHATIA,2485,MDPMPLNA-1,13,E-48,60:11,60,11,Mains failure:Undervoltage L1,1,03:59:34,2023-08-01,Aug,3,59,34,4.08
GJ,BHATIA,2485,MDPMPLNA-1,13,E-48,60:12,60,12,Mains failure:Undervoltage L2,2,10:03:19,2023-08-01,Aug,10,3,19,10.1
GJ,BHATIA,2485,RCPNA-01,1,E-48,42:334,42,334,Pitch control error:Overtemperature motor blade C,2,01:21:36,2023-08-01,Aug,1,21,36,1.45
GJ,BHATIA,2485,RCPNA-01,1,E-48,70:5,70,5,Generator overtemperature:Rotor (measurement blade A),4,19:04:38,2023-08-01,Aug,19,4,38,19.17
GJ,BHATIA,2485,TLNA-01,6,E-48,70:6,70,6,Generator overtemperature:Rotor (measurement blade B),1,09:42:03,2023-08-01,Aug,9,42,3,9.71
GJ,BHATIA,2485,UTPLNA-01,5,E-48,64:401,64,401,Overcurrent  inverter:Step-up-chopper inverter 1,4,17:03:53,2023-08-01,Aug,17,3,53,17.2
GJ,BHATIA,2704,EECLSP-01,45,E-48,60:14,60,14,Mains failure:Overvoltage L1,1,01:18:01,2023-08-01,Aug,1,18,1,1.3
GJ,BHATIA,2704,GAELSP-01,37,E-48,42:134,42,134,Pitch control error:Overtemperature motor blade A,5,12:27:55,2023-08-01,Aug,12,27,55,12.6
GJ,BHATIA,2704,GGLSP-06,28,E-48,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,00:17:44,2023-08-01,Aug,0,17,44,0.41
GJ,BHATIA,2704,GGLSP-07,29,E-48,70:1,70,1,Generator overtemperature:Stator,4,02:06:48,2023-08-01,Aug,2,6,48,2.23
GJ,BHATIA,2704,SFPIOM-01,21,E-48,62:101,62,101,Feeding fault:To low power inverter 1,12,12:46:17,2023-08-01,Aug,12,46,17,12.81
GJ,BHATIA,2704,SIECLSP-01,44,E-48,62:602,62,602,Feeding fault:Diff. phase current inverter 2,1,00:01:26,2023-08-01,Aug,0,1,26,0.09
GJ,BHATIA,2704,SM-01,49,E-40,201:1,201,1,Data ring error:Blade A,1,04:39:57,2023-08-01,Aug,4,39,57,4.81
GJ,BHATIA,2704,SM-01,49,E-40,60:11,60,11,Mains failure:Undervoltage L1,3,05:35:55,2023-08-01,Aug,5,35,55,5.74
GJ,BHATIA,2704,TILOM-01,11,E-48,66:53,66,53,Fault rectifier:Thermoswitch rectifier 1,15,09:06:20,2023-08-01,Aug,9,6,20,9.16
GJ,BHATIA,2714,AESOM-24,10,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,6,13:16:57,2023-08-01,Aug,13,16,57,13.42
GJ,BHATIA,2714,AESOM-24,10,E-53,70:5,70,5,Generator overtemperature:Rotor (measurement blade A),2,03:41:34,2023-08-01,Aug,3,41,34,3.78
GJ,BHATIA,2714,AESOM-26,12,E-53,70:2,70,2,Generator overtemperature:Rotor,8,16:29:41,2023-08-01,Aug,16,29,41,16.6
GJ,BHATIA,2714,AESOM-26,12,E-53,70:6,70,6,Generator overtemperature:Rotor (measurement blade B),1,01:43:57,2023-08-01,Aug,1,43,57,1.88
GJ,BHATIA,2714,AESOM-27,9,E-53,70:2,70,2,Generator overtemperature:Rotor,4,14:45:14,2023-08-01,Aug,14,45,14,14.79
GJ,BHATIA,2714,BILOM-01,3,E-48,66:35,66,35,Fault rectifier:Malfunction of earth contact monit. Sys2,1,00:11:08,2023-08-01,Aug,0,11,8,0.21
GJ,BHATIA,4118,GICWLNA-03,8,E-53,70:1,70,1,Generator overtemperature:Stator,10,05:42:17,2023-08-01,Aug,5,42,17,5.75
GJ,BHATIA,4118,GICWLNA-08,3,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,03:55:11,2023-08-01,Aug,3,55,11,3.95
GJ,BHATIA,4118,GICWLNA-08,3,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,03:56:49,2023-08-01,Aug,3,56,49,4.07
GJ,BHATIA,4118,GIWPLNA-23,12,E-53,70:2,70,2,Generator overtemperature:Rotor,5,18:31:26,2023-08-01,Aug,18,31,26,18.59
GJ,BHATIA,4118,GIWPLNA-24,13,E-53,25:236,25,236,Fault yaw inverter:Yawing moment to low system 2,1,00:00:12,2023-08-01,Aug,0,0,12,0.03
GJ,BHATIA,4118,GIWPLNA-24,13,E-53,307:10,307,10,Data bus error blade control (timeout):Angle encoder blade A,3,20:40:01,2023-08-01,Aug,20,40,1,20.67
GJ,BHATIA,4118,GIWPLNA-25,14,E-53,66:13,66,13,Fault rectifier:Overvoltage  DC-link,2,23:21:39,2023-08-01,Aug,23,21,39,23.46
GJ,BHATIA,4121,AESCC-06,2,E-53,60:40,60,40,Mains failure:Overvoltage (hardware),1,00:50:14,2023-08-01,Aug,0,50,14,0.87
GJ,BHATIA,4121,AESCC-06,2,E-53,70:1,70,1,Generator overtemperature:Stator,9,06:10:22,2023-08-01,Aug,6,10,22,6.23
GJ,BHATIA,4134,GICWLNA-16,7,E-53,62:43,62,43,Feeding fault:Earth contact,1,01:11:29,2023-08-01,Aug,1,11,29,1.26
GJ,BHATIA,4134,GICWLNA-16,7,E-53,67:401,67,401,Overtemperature:Heatsink step-up-chopper inv.1,16,02:32:29,2023-08-01,Aug,2,32,29,2.61
GJ,BHATIA,4142,AESJP-49,11,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,1,09:27:28,2023-08-01,Aug,9,27,28,9.53
GJ,BHATIA,4162,GAELKRG-01,1,E-48,62:101,62,101,Feeding fault:To low power inverter 1,2,00:00:48,2023-08-01,Aug,0,0,48,0.13
GJ,BHATIA,4162,GAELKRG-02,2,E-48,42:207,42,207,Pitch control error:Angle error blade B,1,00:01:49,2023-08-01,Aug,0,1,49,0.15
GJ,BHATIA,4163,DT-01,3,E-40,42:16,42,16,Pitch control error:Angle error Blade A,2,01:22:22,2023-08-01,Aug,1,22,22,1.43
GJ,BHATIA,4163,DT-01,3,E-40,67:15,67,15,Overtemperature :Thermoswitch heatsink conv. 1,1,00:21:27,2023-08-01,Aug,0,21,27,0.42
GJ,BHATIA,4163,RIVAA-01,4,E-40,60:11,60,11,Mains failure:Undervoltage L1,3,11:24:35,2023-08-01,Aug,11,24,35,11.5
GJ,BHATIA,4163,RIVAA-02,5,E-40,200:2,200,2,Data bus error:I/O-board,1,00:18:14,2023-08-01,Aug,0,18,14,0.34
GJ,BHATIA,4164,GIWPLKP-01,14,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,4,13:08:13,2023-08-01,Aug,13,8,13,13.17
GJ,BHATIA,4164,GIWPLKP-02,15,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,01:11:12,2023-08-01,Aug,1,11,12,1.22
GJ,BHATIA,4164,GIWPLKP-03,16,E-53,42:106,42,106,Pitch control error:Angle monitoring 56° blade A,2,09:46:45,2023-08-01,Aug,9,46,45,9.89
GJ,BHATIA,4164,GIWPLKP-04,17,E-53,25:203,25,203,Fault yaw inverter:Overcurrent V system 2,1,02:15:21,2023-08-01,Aug,2,15,21,2.31
GJ,BHATIA,4164,GIWPLKP-05,18,E-53,220:302,220,302,Processor reset:Inverter Control 2 CPU 2,1,03:48:20,2023-08-01,Aug,3,48,20,3.86
GJ,BHATIA,4164,GIWPLKP-06,19,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,14:36:57,2023-08-01,Aug,14,36,57,14.76
GJ,BHATIA,4164,GIWPLKP-08,21,E-53,307:12,307,12,Data bus error blade control (timeout):Angle encoder blade C,2,00:28:23,2023-08-01,Aug,0,28,23,0.53
GJ,BHATIA,4164,GIWPLKP-10,23,E-53,70:2,70,2,Generator overtemperature:Rotor,3,10:58:10,2023-08-01,Aug,10,58,10,10.99
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,220:302,220,302,Processor reset:Inverter Control 2 CPU 2,1,03:51:12,2023-08-01,Aug,3,51,12,3.88
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,3,05:31:57,2023-08-01,Aug,5,31,57,5.68
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,65:101,65,101,Overvoltage  inverter:DC-link inverter 1,1,01:58:40,2023-08-01,Aug,1,58,40,2.08
GJ,BHATIA,4164,GIWPLKP-14,27,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,03:44:48,2023-08-01,Aug,3,44,48,3.87
GJ,BHATIA,4164,GIWPLKP-15,28,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,02:43:42,2023-08-01,Aug,2,43,42,2.83
GJ,BHATIA,4164,GIWPLKP-15,28,E-53,62:43,62,43,Feeding fault:Earth contact,2,04:14:06,2023-08-01,Aug,4,14,6,4.25
GJ,BHATIA,4164,GIWPLKP-15,28,E-53,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,02:07:25,2023-08-01,Aug,2,7,25,2.19
GJ,BHATIA,4164,GIWPLKP-16,29,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,03:46:32,2023-08-01,Aug,3,46,32,3.86
GJ,BHATIA,4164,GIWPLKP-17,30,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,03:45:19,2023-08-01,Aug,3,45,19,3.8
GJ,BHATIA,4164,GIWPLKP-18,31,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,07:20:43,2023-08-01,Aug,7,20,43,7.45
GJ,BHATIA,4164,GIWPLKP-18,31,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,03:45:54,2023-08-01,Aug,3,45,54,3.9
GJ,BHATIA,4164,GIWPLKP-18,31,E-53,67:602,67,602,Overtemperature:Power choke inverter 2,1,00:10:40,2023-08-01,Aug,0,10,40,0.28
GJ,BHATIA,4164,GIWPLKP-19,32,E-53,62:43,62,43,Feeding fault:Earth contact,1,00:28:52,2023-08-01,Aug,0,28,52,0.61
GJ,BHATIA,4164,GIWPLKP-19,32,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),27,13:42:27,2023-08-01,Aug,13,42,27,13.77
GJ,BHATIA,4164,GIWPLKP-20,33,E-53,70:5,70,5,Generator overtemperature:Rotor (measurement blade A),12,15:03:56,2023-08-01,Aug,15,3,56,15.21
GJ,BHATIA,4164,GIWPLKP-21,34,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,11:54:52,2023-08-01,Aug,11,54,52,12.04
GJ,BHATIA,4164,GIWPLKP-22,35,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,03:59:25,2023-08-01,Aug,3,59,25,4.05
GJ,BHATIA,4164,GIWPLKP-22,35,E-53,60:12,60,12,Mains failure:Undervoltage L2,2,03:51:55,2023-08-01,Aug,3,51,55,4.0
GJ,BHATIA,4164,RMPLKRG-01,9,E-48,60:12,60,12,Mains failure:Undervoltage L2,2,04:57:55,2023-08-01,Aug,4,57,55,5.1
GJ,BHATIA,4167,AESVG-46,2,E-53,70:2,70,2,Generator overtemperature:Rotor,1,03:37:01,2023-08-01,Aug,3,37,1,3.62
GJ,BHATIA,4167,AESVG-47,3,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,00:00:51,2023-08-01,Aug,0,0,51,0.14
GJ,BHATIA,4168,GICWLNA-24,2,E-53,72:201,72,201,Air gap monitoring:Sensor 1 blade B,1,09:54:37,2023-08-01,Aug,9,54,37,10.0
GJ,BHATIA,4169,AESVG-33,2,E-53,301:81,301,81,Feeding control bus error (Bus-Off):I/O -board control cabinet,1,02:09:16,2023-08-01,Aug,2,9,16,2.19
GJ,BHATIA,4170,AESLM-36,2,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,13,13:48:13,2023-08-01,Aug,13,48,13,13.84
GJ,KUTCH,4152,VISHWKC-20,8,E-53,304:97,304,97,Turbine control bus error (Timeout):Rectifier,2,03:21:01,2023-08-01,Aug,3,21,1,3.35
GJ,KUTCH,4152,VISHWKC-28,45,E-53,70:6,70,6,Generator overtemperature:Rotor (measurement blade B),1,06:15:09,2023-08-01,Aug,6,15,9,6.28
GJ,KUTCH,4152,VISHWKC-33,48,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,02:56:34,2023-08-01,Aug,2,56,34,3.03
GJ,KUTCH,4152,VISHWKC-34,41,E-53,304:51,304,51,Turbine control bus error (Timeout):Yaw inverter 1,1,02:30:03,2023-08-01,Aug,2,30,3,2.51
GJ,KUTCH,4152,VISHWKC-34,41,E-53,304:52,304,52,Turbine control bus error (Timeout):Yaw inverter 2,1,02:01:18,2023-08-01,Aug,2,1,18,2.07
GJ,KUTCH,4152,VISHWKC-56,55,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,01:14:03,2023-08-01,Aug,1,14,3,1.24
GJ,KUTCH,4152,VISHWKC-56,55,E-53,42:338,42,338,Pitch control error:Motor current after stop to high blade C,1,02:50:15,2023-08-01,Aug,2,50,15,2.88
GJ,KUTCH,4190,VISHWKC-68,14,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,1,00:58:43,2023-08-01,Aug,0,58,43,1.09
GJ,LALPUR,4140,TORNTLP-05,7,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,3,06:19:28,2023-08-01,Aug,6,19,28,6.39
GJ,LALPUR,4141,EWRDLLP-11,9,E-53,42:207,42,207,Pitch control error:Angle error blade B,6,06:10:26,2023-08-01,Aug,6,10,26,6.24
GJ,LALPUR,4141,EWRDLLP-11,9,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,1,02:07:31,2023-08-01,Aug,2,7,31,2.2
GJ,LALPUR,4141,LWELLP-47,23,E-53,42:207,42,207,Pitch control error:Angle error blade B,6,08:24:18,2023-08-01,Aug,8,24,18,8.45
GJ,LALPUR,4145,TADASLP-81,14,E-53,438:201,438,201,Error supply IGBT-driver:Inverter control 1,4,01:37:57,2023-08-01,Aug,1,37,57,1.78
GJ,LALPUR,4146,TORNTLP-27,8,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,10,04:06:06,2023-08-01,Aug,4,6,6,4.12
GJ,LALPUR,4165,TORNTLP-34,3,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,5,11:45:28,2023-08-01,Aug,11,45,28,11.83
GJ,LALPUR,4166,TORNTLP-44,7,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:15,2023-08-01,Aug,0,50,15,0.88
GJ,LALPUR,4166,TORNTLP-45,5,E-53,41:2,41,2,Rotor overspeed switch:Blade B,2,04:59:36,2023-08-01,Aug,4,59,36,5.08
GJ,LALPUR,4166,TORNTLP-46,4,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:17,2023-08-01,Aug,0,50,17,0.88
GJ,LALPUR,4166,TORNTLP-47,1,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:18,2023-08-01,Aug,0,50,18,0.88
GJ,LALPUR,4166,TORNTLP-48,2,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:18,2023-08-01,Aug,0,50,18,0.88
GJ,LALPUR,4166,TORNTLP-49,3,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:17,2023-08-01,Aug,0,50,17,0.88
GJ,LALPUR,4166,TORNTLP-57,25,E-53,438:201,438,201,Error supply IGBT-driver:Inverter control 1,2,04:18:49,2023-08-01,Aug,4,18,49,4.44
GJ,LALPUR,4166,TORNTLP-59,24,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,00:14:44,2023-08-01,Aug,0,14,44,0.36
GJ,LALPUR,4166,TORNTLP-62,6,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:50:15,2023-08-01,Aug,0,50,15,0.88
GJ,LALPUR,4174,TADASLP-28,1,E-53,122:105,122,105,Fault Transformer:Oilevel,2,07:06:01,2023-08-01,Aug,7,6,1,7.1
GJ,LALPUR,4175,SPPLLP-02,22,E-53,25:124,25,124,Fault yaw inverter:Malfunction yaw sensor 4 system 1,1,02:28:31,2023-08-01,Aug,2,28,31,2.55
GJ,LALPUR,4175,TADASLP-10,18,E-53,42:107,42,107,Pitch control error:Angle error blade A,2,03:21:52,2023-08-01,Aug,3,21,52,3.49
GJ,LALPUR,4175,TADASLP-10,18,E-53,42:2,42,2,Pitch control error:Blade angle > 50º,1,01:29:18,2023-08-01,Aug,1,29,18,1.53
GJ,LALPUR,4175,TADASLP-10,18,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,01:09:16,2023-08-01,Aug,1,9,16,1.19
GJ,LALPUR,4175,TADASLP-10,18,E-53,62:1,62,1,Feeding fault:Power to low,2,10:24:28,2023-08-01,Aug,10,24,28,10.48
GJ,LALPUR,4180,LWELLP-65,32,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,3,09:23:02,2023-08-01,Aug,9,23,2,9.39
GJ,LALPUR,4180,TADASLP-25,3,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,01:50:00,2023-08-01,Aug,1,50,0,1.83
GJ,LALPUR,4180,VISHWLP-50,22,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,13,13:01:48,2023-08-01,Aug,13,1,48,13.15
GJ,LALPUR,4180,VISHWLP-51,23,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,02:48:45,2023-08-01,Aug,2,48,45,2.92
GJ,LALPUR,4197,APILP-01,16,E-53,25:135,25,135,Fault yaw inverter:No output current system 1,1,03:03:22,2023-08-01,Aug,3,3,22,3.11
GJ,LALPUR,4198,LWELLP-03,31,E-53,25:105,25,105,Fault yaw inverter:Earth contact system 1,1,00:05:05,2023-08-01,Aug,0,5,5,0.1
GJ,LALPUR,4198,LWELLP-03,31,E-53,90:51,90,51,Prot. Circuit-breaker tripped:Yaw drive 1,1,00:06:12,2023-08-01,Aug,0,6,12,0.13
GJ,LALPUR,4198,LWELLP-11,39,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,2,02:15:31,2023-08-01,Aug,2,15,31,2.34
GJ,LALPUR,4198,TADASLP-58,26,E-53,73:2,73,2,Torque monitoring:Peak load,1,02:14:55,2023-08-01,Aug,2,14,55,2.39
GJ,LALPUR,4225,ILFSLP-02 ,12,E-53,300:17,300,17,Turbine control bus error I(Bus-Off):Blade A,1,01:53:08,2023-08-01,Aug,1,53,8,1.91
GJ,LALPUR,4225,RSSLP-01 ,35,E-53,25:222,25,222,Fault yaw inverter:Supply motor control 2,1,01:32:32,2023-08-01,Aug,1,32,32,1.62
GJ,MAHIDAD,4210,CLPMD-01,10,E-53,42:307,42,307,Pitch control error:Angle error blade C,6,18:24:49,2023-08-01,Aug,18,24,49,18.54
GJ,MAHIDAD,4210,CLPMD-01,10,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,00:09:08,2023-08-01,Aug,0,9,8,0.17
GJ,MAHIDAD,4210,CLPMD-03,11,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,00:08:51,2023-08-01,Aug,0,8,51,0.28
GJ,MAHIDAD,4210,CLPMD-21,24,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,1,15:54:19,2023-08-01,Aug,15,54,19,15.95
GJ,MAHIDAD,4210,KFPLMD-01,29,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,1,16:10:54,2023-08-01,Aug,16,10,54,16.32
GJ,MAHIDAD,4211,CCPLMD-02,22,E-53,42:307,42,307,Pitch control error:Angle error blade C,2,02:11:28,2023-08-01,Aug,2,11,28,2.26
GJ,MAHIDAD,4211,CLPMD-29,28,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,05:48:13,2023-08-01,Aug,5,48,13,5.84
GJ,MAHIDAD,4211,CLPMD-29,28,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,02:57:07,2023-08-01,Aug,2,57,7,2.97
GJ,MAHIDAD,4211,CLPMD-31,26,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,6,04:54:16,2023-08-01,Aug,4,54,16,4.94
GJ,MAHIDAD,4211,CLPMD-32,29,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,04:19:46,2023-08-01,Aug,4,19,46,4.44
GJ,MAHIDAD,4211,CLPMD-33,31,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,13:31:10,2023-08-01,Aug,13,31,10,13.54
GJ,MAHIDAD,4211,CLPMD-34,5,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,01:07:02,2023-08-01,Aug,1,7,2,1.12
GJ,MAHIDAD,4211,CLPMD-34,5,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,00:04:42,2023-08-01,Aug,0,4,42,0.18
GJ,MAHIDAD,4211,CLPMD-37,1,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,13:28:11,2023-08-01,Aug,13,28,11,13.5
GJ,MAHIDAD,4211,CLPMD-39,6,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,03:22:21,2023-08-01,Aug,3,22,21,3.42
GJ,MAHIDAD,4211,CLPMD-41,25,E-53,42:107,42,107,Pitch control error:Angle error blade A,1,01:13:47,2023-08-01,Aug,1,13,47,1.35
GJ,MAHIDAD,4211,CLPMD-41,25,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,03:41:15,2023-08-01,Aug,3,41,15,3.72
GJ,MAHIDAD,4211,CLPMD-41,25,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,11:52:54,2023-08-01,Aug,11,52,54,12.02
GJ,MAHIDAD,4211,CLPMD-45,13,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,2,10:42:48,2023-08-01,Aug,10,42,48,10.83
GJ,MAHIDAD,4211,CLPMD-48,2,E-53,42:202,42,202,Pitch control error:Limit switch 90° blade B,1,00:37:03,2023-08-01,Aug,0,37,3,0.62
GJ,MAHIDAD,4211,GTPLMD-01,33,E-53,62:2,62,2,Feeding fault:Power to high,1,00:41:11,2023-08-01,Aug,0,41,11,0.71
GJ,MAHIDAD,4211,ITPLMD-01,42,E-53,25:222,25,222,Fault yaw inverter:Supply motor control 2,1,01:25:09,2023-08-01,Aug,1,25,9,1.44
GJ,MAHIDAD,4211,ITPLMD-01,42,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,1,13:57:56,2023-08-01,Aug,13,57,56,14.11
GJ,MAHIDAD,4211,NSMD-01,34,E-53,66:53,66,53,Fault rectifier:Thermoswitch rectifier 1,2,00:59:20,2023-08-01,Aug,0,59,20,1.04
GJ,MAHIDAD,4211,NSMD-01,34,E-53,66:54,66,54,Fault rectifier:Thermoswitch rectifier 2,1,10:44:53,2023-08-01,Aug,10,44,53,10.88
GJ,MAHIDAD,4211,PPMD-01,41,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,00:04:41,2023-08-01,Aug,0,4,41,0.18
GJ,MAHIDAD,4235,KWEPLMD-02,8,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,4,04:20:28,2023-08-01,Aug,4,20,28,4.41
GJ,MAHIDAD,4235,KWEPLMD-02,8,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,2,00:38:18,2023-08-01,Aug,0,38,18,0.68
GJ,MAHIDAD,4235,KWEPLMD-02,8,E-53,62:602,62,602,Feeding fault:Diff. phase current inverter 2,6,00:51:38,2023-08-01,Aug,0,51,38,0.96
GJ,MAHIDAD,4246,TORNTMD-82,15,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,01:47:40,2023-08-01,Aug,1,47,40,1.89
GJ,MAHIDAD,4246,TORNTMD-83,17,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,1,15:01:01,2023-08-01,Aug,15,1,1,15.02
GJ,MAHIDAD,4246,TORNTMD-85,18,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,15:01:13,2023-08-01,Aug,15,1,13,15.05
GJ,MAHIDAD,4246,TORNTMD-94,12,E-53,62:2,62,2,Feeding fault:Power to high,1,02:40:19,2023-08-01,Aug,2,40,19,2.72
GJ,SAMANA,2783,SARGAM-01,19,E-53,304:52,304,52,Turbine control bus error (Timeout):Yaw inverter 2,1,00:01:33,2023-08-01,Aug,0,1,33,0.11
GJ,SAMANA,2783,SARGAM-01,19,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),8,02:03:52,2023-08-01,Aug,2,3,52,2.19
GJ,SAMANA,2783,SIFLUM-01,1,E-53,70:1,70,1,Generator overtemperature:Stator,2,03:06:34,2023-08-01,Aug,3,6,34,3.19
GJ,SAMANA,2783,SIFLUM-02,2,E-53,31:1,31,1,Tower oscillation:Transversal oscillation,1,02:32:34,2023-08-01,Aug,2,32,34,2.63
GJ,SAMANA,2783,SIFLUM-11,11,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,03:03:08,2023-08-01,Aug,3,3,8,3.07
